Heading,Sentiment
"Is at the dentist and I've gotta get a tooth extracted  damn you pepsi, coffee, and candy...",Negative
Good a big headache and don't feel too well. ,Positive
"I ate too much chocolate, and now I feel poorly  Easter sux.",Negative
@mileycyrus school ugh me too ,Negative
has a cold and is working... I sad... ,Neutral
@m_ona sad  you're online sometime soon?,Negative
Not having a good day thus far ,Negative
Ugh ran around Hyde Park during lunch hr. Haven't run for a month! Thght I was going to die!! ,Negative
loud music and hardcore cleaning might help distract me...so much for painting ,Positive
@Skylten I don't think I have that one ,Neutral
"@balmeras - hey, I tried to respond to the wine invite yesterday, but issues with Twitter.  ",Positive
"@AMelhuish Hello there, Well right now, i am hanging after a night in Gford   How you doing?? x",Positive
Why won't my NYT US news RSS work in Google reader? ,Neutral
@lil_dude_94 OH MY GOD ITS WELL SAD  sean's a beeeyyaaatch! xx,Positive
Rainy day in boston ,Negative
omg the ice cream van just turned up. i dont even have �1 in my purse for a 99  the bends is getting me v excited about reading tho (y),Positive
"@lightinthesky hahaha! yeah, i miss ginger too!  and remember lizzie mcguire too? crap, i can't spell.",Positive
@Katetheright I don't see it. ,Neutral
@wisls OUCH   I suppose a trite motivational quote would be out of place right now ...,Negative
i just got so emotional at jeremy kyle ,Positive
@pilvlp I don't think I can find a way to convince Mom to drive that far out of her way.   Maybe you should call her and ask!  ,Positive
http://twitpic.com/2ye2j - Spanish Orals + French Orals = Bordem + 1 books + 100 sheets ,Neutral
@katieeeey business nd chemistry ,Neutral
is new to this madness..and sick of the library ,Negative
@michellev  ok. hope you can make it,Positive
Critique with skees sucks. I've had about two hours of sleep and I feel like death ,Negative
"@gingerlee  love the snow being Canadian and all but its April, should be NICE outside now.. not snowing! ",Positive
"calculating a big to do list, bad times ",Negative
"@MarieChristineJ No, I'm old. You made it to 10:45! Whereas I usually only last til 10 ",Negative
"@bradradke lol at least you're eating something this morning, i couldnt cuz i was rushed out the door to school :@ ",Negative
Looks like #1 son may have to have surgery  -- this really sucks.,Negative
@Crimsondreamer Ahh I miss you!  Once these essays are done I'll be back to being around.  Just stressing over these till the 20th ,Negative
Is at work and sick blah ,Negative
Is it just me or has the centre-bit dramatically reduced in Jaffa Cakes? ,Neutral
Oh! Mother Nature! You taunt us with one beautiful day last weeekend and now you give us snow. #ottawa  ,Positive
was at school before 7:00 this mornin ,Neutral
@twentyfourbears I miss snow in April. It snowed here....uhhh twice? maybe? and it was ages ago  I would have danced with you!,Negative
I guess I'm getting up. I miss all m friendys. I wish I was with you guys.  oh well. Dentist then rehearsals.,Positive
too tired for tonight ,Negative
"@sweetbabyboy I don't think I'll make the tea party tomorrow.  J. doesn't get home til 530, then I have to go to team kid/easter service.",Positive
Man what a ruff day! Dow is down 129 points.  dollar is up thank god LOL best news all day lol,Positive
"Off to some real work grrrr! Like I said, wish I was still on vacation! Damn ",Positive
@atiyah9369 I know it is chilly!........i feel bad I sent Brooklyn out in her uniform jumper ,Negative
Debugging other people's code is definitely a pet hate of mine!! Comments do help but is still a right pain ,Negative
@BillohBill *whispers from bed* I'm not either. ,Neutral
ppl at the consulate think that they can run the world and they have all the work to do and ppl and their work is of no value ,Positive
heading to the doctor  woke up late so hoping my xanax still has time to kick in before we get there.,Positive
my phone and fb are going crazy with all the b'day wishes.. Can't believe I'm a year older... ,Negative
dear ipod: pls to be coming back to me nao. WHERE ARE YOU? i can't find youuuuu.  don't be lost!,Positive
jennatar: oh my god internet explorer 6 and 7 i just don't understand you guys  [Jenn Frank] http://tinyurl.com/d4twwr,Positive
i really miss my soulmate ,Positive
"Not feeling good this morning.  and no I'm not hungover, LOL. It takes more than two glasses of wine for that.",Negative
I am trying to imagine that it is raining outside... ,Neutral
Well shoot. I guess I should start yelling at people too. That's not my style though...so I'll just pout. ,Negative
back from university. happy about the weather. the only good thing today ,Positive
Happy to be alive... sad to be at work ,Positive
im in pain with my knee. ,Negative
how is it that i am more heart broken about 5* today then yesterday!!!! ,Negative
@SheepishSam Argh! Not again  Though it's better than Waterloo (current song being played by my head DJ),Positive
SNOWING?! HONESTLY?! I heard that it would but... grrrr! I had to dig out my winter jacket and put my sandals away ,Neutral
@erykamarie y am i not following u anymore?  and its not letting me follow u ,Neutral
hates having up to 10 blogs  and WordPress site  .,Negative
@jonaskevin i know.. mine to.. you never reply me. ,Neutral
"@barker_g dude...that's like the same for me. I think we have XServes as well, but no macs ",Negative
will have a photoshoot on hmm...Saturday??i think i can't.. ,Neutral
"Ok this sucks, I'm still feeling under the weather, but, i'm soldering on. I'm in the office today. Sunday night I had a 103 deg temp. ",Neutral
"@CLChouse re: Retyping Tweets, I know.    I (via BeTwittered) was putting the icing on Twitters &quot;Fail Whale Cake&quot; yesterday.",Neutral
... Hard drive - unrecoverable crash; now shopping for another. ,Negative
"It's 30 degrees outside, and its april!  x3",Neutral
I don't want to go to school!!! I feel awful!  Stupid anxiety attacks kill me!!,Negative
Jacked up morning already. I'm in the emergency room. ,Negative
"Woah, Hell in Chapel Thrill is closed. No more sweaty basement dance parties?? ",Negative
the weatherman hates me ,Negative
"@missmahget I think only girls sleep on their hands, cause I always hear of girls waking up with F's or X's on their cheeks.  That sucks ",Negative
Buenos Dias Twitters! (We went down to 45 today)  Is-ok. We will be strong. hahaha Everyone have a great day.,Positive
oh so the &quot;Legend Of Zelda&quot; movie was an April Fool's joke?  I was excited!,Positive
"wow, being 16 sucks so far, sick. and i cant even listen to my music or sing because my throat and ears are infected. oh joy ",Negative
@francesdanica aww. i want one too.  baka next week. hahaha!,Positive
UGH......I took medicine on an empty stomach  regretting it..........,Negative
"@lhirlimann yeah, I know... but I've also been put on a &quot;make this guy suffer&quot; list my Google. My web access is also painfully slow ",Negative
@nancypub @mikenealis @JessicaLemmo I actually saw a site where they do that http://bit.ly/ExwiN but that just made me sad!  #Smeeps,Negative
@alex_mack   yea the time gods can be cruel bastards sometimes,Negative
"@SugaWright it is soOo windy here!! I don't like this, at all! Not what I signed up for. ",Negative
"@hurryUPnBUY lol, I had such a long day yesterday. Now I'm back on my grind and gotta play catch up ",Positive
Got to take kitty back to the vet this afternoon  She is in the garden looking worried &amp; grumpy. I won't murder u honey!!! xxx,Positive
tired     Stayed up too late watching for Sabrina on DWTS...but she looked lovely as usual !,Positive
"@davidm89 FYI: In case you're looking, a new Chicago Manual goes for about $50. ",Positive
Waking up late on my first my first day back = ,Neutral
@rubicund  where are you going to get one from?,Neutral
@baveo i actually prefer twirl but seem to be having issues with their new update. doesnt want to install on my comp. ,Negative
just woke up. It's gonna be a perfectly shitty day ,Positive
drooling thru physical science ,Neutral
In College doing nothing! ,Neutral
@FashionGrail it was close to 80 here in San Diego yesterday - now it's only 58 ,Neutral
writing my report for uni! ,Neutral
just got an orientation at our new @ work gym! Exciting! But now I don't have an excuse to not work out  lol  #fb,Negative
@Bash well that's me grossed out for the rest of the day  Shocking pictures.,Negative
Taking my son to get his 18 month shot.  Hope it doesn't hurt all day long!! I'll let ya know how he takes it.,Positive
@HollyMVG I tried that.... didn't work.... ,Neutral
"Why, Why god why? ",Positive
gah.. can`t even close tags these days.. man my skillz are so non-1337.. best get a job doing Frontpage on Win98 ,Positive
@pennyxlane exactly! i'll grab the sheets tonight and do them tomorrow. i's forgot ,Neutral
Cheesey Ads ,Neutral
Not impressed with my banana! My plant that is. Put it out for the nice weather only to see it wilt  ,Positive
is babysittin her stupid lil sister wen actually she shud be with her friends enjoyin the weather  you think im jokin,Negative
@gabbydario hi gabby ))) its sabina who told me to use cocaine ! ,Neutral
didn't sleep at all last night. Had a terrible dream of being caught in a car and zombies trying to get in and eat me.  no bueno.,Negative
" english, bummer...",Neutral
Go to class??.... Or study.... ,Neutral
" dentist later, I'm hoping it's my teeth plates and nothing as NASTY as last time...",Positive
want a puppy? does anyone know anyone who would like to adopt a trained lab? bff is moving and can't find a place that allows 2 dogs ,Positive
"@CHANLOO Yep, only in Ottawa... LMAO... It's BULLSHIT!!! ",Negative
